-0.808518,-0.192557,0.404001,13
-0.760164,-0.320822,0.404001,4
-0.702309,-0.395497,0.404001,4
-0.644454,-0.470172,0.404001,4
-0.586599,-0.544847,0.404001,4
-0.528744,-0.619522,0.404001,4
-0.539979,-0.637583,0.404001,4
-0.505385,-0.609234,0.504001,3
-0.513737,-0.607445,0.504001,4
-0.522089,-0.605656,0.504001,4
-0.535532,-0.604134,0.504001,4
-0.548975,-0.602611,0.504001,4
-0.543554,-0.607014,0.504001,4
-0.556997,-0.605492,0.504001,4
-0.539025,-0.627268,0.504001,4
-0.533604,-0.631671,0.504001,4
-0.528183,-0.636074,0.504001,4
-0.522762,-0.640477,0.504001,4
-0.517341,-0.64488,0.504001,4
-0.530784,-0.643358,0.504001,4
-0.512812,-0.665134,0.504001,4
-0.506028,-0.674228,0.504001,4
-0.499244,-0.683322,0.504001,4
-0.49246,-0.692416,0.504001,4
-0.485676,-0.70151,0.504001,4
-0.478892,-0.710604,0.504001,4
-0.472108,-0.719698,0.504001,4
-0.465324,-0.728792,0.504001,4
-0.4833,-0.732149,0.504001,4
-0.496264,-0.740675,0.504001,4
-0.509228,-0.749202,0.504001,4
-0.518642,-0.749913,0.504001,4
-0.528056,-0.750624,0.504001,4
-0.53747,-0.751335,0.504001,4
-0.506744,-0.784387,0.504001,4
-0.516158,-0.785098,0.504001,4
-0.485432,-0.81815,0.504001,4
-0.494846,-0.818861,0.504001,4
-0.50426,-0.819572,0.504001,4
-0.473534,-0.852624,0.504001,4
